SepalLengthCm,SepalWidthCm,PetalLengthCm,PetalWidthCm,Species
7.782534884084297,2.8206033870146263,3.9114147568000015,4.7106014342209885,0.0
5.3242652651235165,4.480658913064623,4.191454617334601,4.254832776501103,0.0
7.216395189449023,3.5670144122955754,3.431509513224393,4.3283472879304785,0.0
4.775956703175194,3.3454277018109635,3.4898293180580096,4.118734550455192,0.0
6.113594555435059,4.821404687208607,3.7063476750386246,4.016500637335013,0.0
6.135664771915536,3.371453517229764,4.671870332032714,4.864218305729634,0.0
7.463072922107263,4.065435769027836,4.826111805300042,4.439916077358597,0.0
6.014648389728798,3.2936905812223007,4.464848506031313,4.0188197335919975,0.0
6.092948792608071,4.205048367660156,4.874175905856431,4.29284049275804,0.0
5.330751903320386,3.4658801827661643,4.142965228741256,4.411112161792207,0.0
6.182902066711577,2.917938610501437,4.793423248159043,4.447104334520075,0.0
6.215457377048078,4.196220647714508,4.585962724931516,4.952406416984468,0.0
6.0083533877108675,3.517871993507306,3.803158137993477,4.355137706031343,0.0
5.067452399385567,4.847665437625188,4.537776864844812,4.5759366943991076,0.0
5.2923189908027135,3.781031450441641,3.938167076013601,4.220871036782608,0.0
4.931904650507323,2.6537944927925885,4.173576198323323,4.781664842465001,0.0
6.423533095683897,3.4918845524689357,4.457058209475173,4.084190367037682,0.0
5.29834651182672,2.4612929122008937,4.389035479592388,4.975156628218014,0.0
6.243999948363917,2.8786935807618548,3.656696766016317,4.4857541960098555,1.0
7.426420465736038,3.1511893964506097,4.329226037953042,4.828860894474448,1.0
5.126211811865641,3.517955360422446,4.107923411426318,4.7116588621178295,1.0
5.362656685945386,3.5457419132748123,4.228764165355205,4.063348124209849,1.0
5.924387342947327,3.813069170297598,4.59346648255128,4.075756946626934,1.0
7.014058205337702,3.644424499721232,4.301533828573699,4.825361403211157,1.0
6.821286929916465,3.5631982273087317,4.771258319704205,4.356690432273701,1.0
5.4698935087550336,2.804228877297043,4.957166527213299,4.206516557629273,1.0
6.952430363491295,4.12257039130499,4.396886868785806,4.073409994345772,1.0
6.9998899236926935,4.317848085938079,4.5620048853247575,4.236609435275744,1.0
6.200686646388189,3.8331555205373933,4.649105154899833,4.938470078944352,1.0
5.6821116729324475,3.167313092243283,3.9194222956053726,4.18457235729837,1.0
5.412765963984308,2.824655666778648,4.5274087283006885,4.367980382514804,1.0
3.6528865129993626,3.7294160447004026,4.137029423591874,4.530431946036134,1.0
6.202044362284387,3.4152015801299673,3.8848667871358344,4.141281521399039,1.0
5.816676420947153,3.470140528713518,4.312524952613592,4.483533806835443,1.0
7.452040629725354,2.8625378268122583,3.45617766485783,4.888136842356322,1.0
5.848690336522364,2.3530130780854375,4.360237663204883,4.874528628369536,1.0
5.948603267904629,3.851673449707441,5.110107618405802,4.365925593830855,1.0
5.4267701148233245,3.803802808631901,4.093744070025203,4.510012540157935,1.0
5.846906698931666,2.486103541387376,4.315327310641485,4.029131858730505,1.0
6.406283537979353,3.5939698377549223,4.5766652702390065,4.33684331134181,1.0
4.683434036313184,3.509849100787735,4.701880163887446,4.7973977807947294,1.0
6.608262341756336,4.0556980817406965,3.8369195941281093,4.675333541790113,1.0
7.2825977369122725,2.4623377069798114,4.470425183023994,4.533600087403127,1.0
5.539250824348358,5.152778357786844,4.301073387461093,4.781466540386209,1.0
5.124980917129189,4.401372252211951,3.8121721246506466,4.0446659406209005,1.0
5.772160348497745,4.61141121254242,4.520657990816801,4.9132635843686865,1.0
6.2791969720404905,4.504432758420528,4.0011850213761555,4.000622590689393,1.0
5.763704697197437,2.6198176807991977,4.688286443885484,4.913061667518975,1.0
5.531166222458754,3.1962162343660783,4.87576003669383,4.6292666201520305,1.0
6.508009680561545,3.955648286628605,4.595589915979351,4.18077530489831,1.0
7.633567326716786,4.345669060384192,4.10026894060924,4.620272276163279,1.0
6.074779698875726,2.9000226034444982,4.434309941785685,4.185644907859574,1.0
7.0189638784090596,3.293763949917059,4.018048143505898,4.307799724629789,1.0
6.684993127148635,4.4863261177010525,4.219919265115066,4.320247576740833,1.0
5.33420667338389,3.6064817953567294,3.8204580790477136,4.228601246371771,1.0
5.486069405867871,3.38828655984459,4.612552050557352,4.760439400089272,1.0
7.124907578275872,3.9218092561391185,4.272974505013894,4.5401277345569095,1.0
4.344675720377593,3.583287699432466,4.790646080399872,4.338447863889956,1.0
5.357841599131307,4.615312483317326,4.31462345953515,4.931047727670978,1.0
7.363088176589979,4.011559634540026,3.9062280190973238,4.902301220050745,1.0
5.4054572907933,2.574404919738937,4.110875625578436,4.533687096044535,1.0
6.022197665742285,2.437572613928773,4.248669638408766,4.54439011942007,1.0
5.785037931331916,3.1970273379906433,4.4959312780876965,4.32007645509634,1.0
6.239848025514601,3.980274262018346,4.682131740911597,4.076841091558464,1.0
6.7237078041543565,4.357882975537304,4.403102021120574,4.259827335556344,1.0
5.698511510642489,3.6448856896268196,3.433988621202454,4.000651694492517,1.0
6.819631706318538,3.5678476691814116,3.964285471910702,4.082335879343719,1.0
4.718570908548327,4.591666887033835,5.060129698587444,4.079104974552616,1.0
6.430510662646644,3.9095098709506444,4.422934795930699,4.32425861107239,2.0
5.776837181831807,4.81038087604524,4.340863053623178,4.364311955778573,2.0
5.051334610239586,4.114658830030705,3.33798141904534,4.5470437319176815,2.0
5.591499876397885,1.7695094055649145,3.95087018965624,4.316067783648816,2.0
5.122489715955114,2.7148476677877738,4.601022747449505,4.340837784710791,2.0
6.897408347706486,3.845912162821951,4.155108718675197,4.645250738625368,2.0
6.059938044907302,4.085872827480484,4.476597211408176,4.6887345696217935,2.0
5.755120125397419,4.782231120313634,4.36441222399037,4.520558157226924,2.0
5.50134556303815,3.068124198181443,4.128682762493394,4.208439654913313,2.0
6.26572673358761,4.323396883062432,4.555611656709496,4.613123629121501,2.0
5.440221417236195,3.8517834933148767,3.626106971472394,4.735404214374563,2.0
6.617892553031054,4.935668328675472,4.061760432506528,4.405238986034149,2.0
4.940807705199175,3.4793515033036067,4.608942074230708,4.741510773991915,2.0
7.219925169296964,4.72202694491612,3.941280322262631,4.786373940893226,2.0
6.550508804172874,3.2644004591005276,4.681217964943482,4.7037149077174965,2.0
6.273037536060868,2.825670486723677,4.2388940802042825,4.858352428593209,2.0
6.460663910892431,3.9694965462785916,4.998963273790808,4.884479751725711,2.0
5.5651504793918285,3.939612696123671,4.271743316056542,4.045353284591077,2.0
5.421265810740078,3.9961529339783857,4.052931265121001,4.223758565848854,2.0
5.014288968601296,3.328902738206626,4.646921059495587,4.5857901164116734,2.0
5.4997432373857364,3.9312394267452224,4.052979824004973,4.868626696324541,2.0
4.935841720975073,2.3631178012865806,4.575707272831028,4.083087924317721,2.0
6.109203053596943,2.707990460633625,4.339088838428447,4.226041107427653,2.0
7.452786929127346,4.620458274777424,3.8287302815970836,3.999411248293295,2.0
6.575456729327357,3.8227766865217245,4.519004935707058,4.854128862880449,2.0
6.129709919738575,4.858163593973602,4.9468421215904685,4.63396670350397,2.0
6.916700489178468,5.687829555487088,4.280867789221286,4.737637502724069,2.0
5.292294844953853,4.589775388263899,4.099783801443285,4.184090893622114,2.0
7.718881783614933,3.964267725417275,4.584437803174755,4.564854946644274,2.0
5.548419371326676,3.7750462996487446,4.026070607178851,4.885629782340597,2.0
6.2194867887856775,3.265806124596338,4.975137837549305,4.633241554054766,2.0
5.782526488159895,3.481944799155631,4.327675846885326,4.129016154721847,2.0
5.4041852186617545,2.8247089282020683,4.152874897489756,4.0429583714289015,2.0
6.962314626536113,3.1879300258011116,4.437088462830724,4.532652351897441,2.0
4.5379178976697725,5.022310239067536,4.451069686018933,4.159093744228672,2.0
5.516168475334544,4.439770725717149,4.595393286822757,4.700041855009439,2.0
6.3668037940685585,3.1518881066798645,5.452222955743723,4.481477161283226,2.0
6.359785747765308,3.2064026788422466,4.285548846440482,4.912609071267374,2.0
5.1849883079657255,3.456144651405357,3.6604079250004498,4.436274455337529,2.0
5.699473019908558,4.45212532662533,4.440113895022141,4.888869471197463,2.0
4.696994553506012,3.8161299989921638,4.861113292057762,4.3073826475740145,2.0
6.365408340971675,3.8963743345699107,4.6956112973921105,4.330509622262584,2.0
6.214406546827629,4.297874980328141,4.690036491642682,4.701816357419505,2.0
5.48319492078798,4.364039628244116,4.261167579717406,4.332582791561644,2.0
6.344918639160005,4.566598616082922,4.276416802529241,4.336985377535137,2.0
6.8770596089774685,3.408348415066265,4.112965579937944,4.356623929353389,2.0
6.1195132264733845,4.387216503913297,4.420280036932227,4.468274006803391,2.0
6.42849787584537,2.694284013910621,4.648342609728927,4.526934056167577,2.0
6.096301649267294,3.2362208855410444,4.5979475102768115,4.840159661679074,2.0
3.714031808086335,3.236891056737085,4.139903210724299,4.495841629318203,2.0
